,STATE.UT,Year,id,CAUSE,Male.upto.14.years,Male.15.29.years,Male.30.44.years,Male.45.59.years,Male.60.years.and.above,Total.Male,Female.upto.14.years,Female.15.29.years,Female.30.44.years,Female.45.59.years,Female.60.years.and.above,Total.Female,Transgender.upto.14.years,Transgender.15.29.years,Transgender.30.44.years,Transgender.45.59.years,Transgender.60.years.and.above,Total.Transgender,Grand.Total
3199,A & N ISLANDS,2013,1,EXAM FAILURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3745,A & N ISLANDS,2013,1,FAMILY PROBLEMS,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
4291,A & N ISLANDS,2013,1,HEALTH ISSUES,0,3,1,3,8,15,0,2,2,1,1,6,0,0,0,0,0,0,21
4836,A & N ISLANDS,2013,1,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5381,A & N ISLANDS,2013,1,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5926,A & N ISLANDS,2013,1,LOVE AFFAIRS,0,11,1,0,0,12,1,4,0,0,0,5,0,0,0,0,0,0,17
6472,A & N ISLANDS,2013,1,MARITAL ISSUES,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7018,A & N ISLANDS,2013,1,MENTAL HEALTH,0,5,6,6,2,19,0,3,1,0,0,4,0,0,0,0,0,0,23
7564,A & N ISLANDS,2013,1,OTHERS,2,10,14,13,4,43,1,7,7,2,0,17,0,0,0,0,0,0,60
8148,A & N ISLANDS,2013,1,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8655,A & N ISLANDS,2013,1,SOCIETAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,A & N ISLANDS,2014,1,CAUSES NOT KNOWN,0,4,3,2,1,10,0,3,0,0,0,3,0,0,0,0,0,0,13
1054,A & N ISLANDS,2014,1,DEATH OF DEAR PERSON,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1600,A & N ISLANDS,2014,1,DOWRY DISPUTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,A & N ISLANDS,2014,1,DRUG ABUSE,1,3,5,2,3,14,0,0,0,0,0,0,0,0,0,0,0,0,14
2692,A & N ISLANDS,2014,1,ECONOMIC ISSUES,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2
3238,A & N ISLANDS,2014,1,EXAM FAILURE,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3
3784,A & N ISLANDS,2014,1,FAMILY PROBLEMS,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
4330,A & N ISLANDS,2014,1,HEALTH ISSUES,0,11,12,18,17,58,2,10,3,3,4,22,0,0,0,0,0,0,80
4875,A & N ISLANDS,2014,1,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5420,A & N ISLANDS,2014,1,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5965,A & N ISLANDS,2014,1,LOVE AFFAIRS,0,6,4,0,0,10,0,3,0,0,0,3,0,0,0,0,0,0,13
6511,A & N ISLANDS,2014,1,MARITAL ISSUES,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,3
7057,A & N ISLANDS,2014,1,MENTAL HEALTH,0,5,10,4,5,24,0,2,1,1,0,4,0,0,0,0,0,0,28
7603,A & N ISLANDS,2014,1,OTHERS,0,12,12,7,4,35,1,10,1,0,4,16,0,0,0,0,0,0,51
7642,A & N ISLANDS,2014,1,PHYSICAL ABUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8694,A & N ISLANDS,2014,1,SOCIETAL ISSUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ANDHRA PRADESH,2001,2,CAUSES NOT KNOWN,35,234,254,107,47,677,17,155,93,61,15,341,0,0,0,0,0,0,1018
548,ANDHRA PRADESH,2001,2,DEATH OF DEAR PERSON,0,5,4,4,1,14,0,36,27,2,2,67,0,0,0,0,0,0,81
1094,ANDHRA PRADESH,2001,2,DOWRY DISPUTE,0,1,0,0,0,1,0,159,41,1,0,201,0,0,0,0,0,0,202
1640,ANDHRA PRADESH,2001,2,DRUG ABUSE,0,4,8,10,1,23,1,0,1,0,0,2,0,0,0,0,0,0,25
2186,ANDHRA PRADESH,2001,2,ECONOMIC ISSUES,7,203,252,158,42,662,9,70,72,44,7,202,0,0,0,0,0,0,864
2732,ANDHRA PRADESH,2001,2,EXAM FAILURE,13,84,0,0,0,97,6,44,0,0,0,50,0,0,0,0,0,0,147
3278,ANDHRA PRADESH,2001,2,FAMILY PROBLEMS,12,492,553,285,42,1384,20,437,315,133,28,933,0,0,0,0,0,0,2317
3824,ANDHRA PRADESH,2001,2,HEALTH ISSUES,48,490,620,636,148,1942,52,422,370,300,96,1240,0,0,0,0,0,0,3182
4370,ANDHRA PRADESH,2001,2,HERO WORSHIP,0,2,1,3,0,6,0,3,1,2,0,6,0,0,0,0,0,0,12
4915,ANDHRA PRADESH,2001,2,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,18
5460,ANDHRA PRADESH,2001,2,LOVE AFFAIRS,3,84,12,0,0,99,3,65,8,0,0,76,0,0,0,0,0,0,175
6005,ANDHRA PRADESH,2001,2,MARITAL ISSUES,0,42,24,8,0,74,9,101,24,7,0,141,0,0,0,0,0,0,215
6551,ANDHRA PRADESH,2001,2,MENTAL HEALTH,1,110,171,53,33,368,2,112,82,52,25,273,0,0,0,0,0,0,641
7097,ANDHRA PRADESH,2001,2,OTHERS,54,280,293,285,48,960,61,196,142,84,17,500,0,0,0,0,0,0,1460
7682,ANDHRA PRADESH,2001,2,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,9,3,0,0,12,5,30,8,0,1,44,0,0,0,0,0,0,56
8188,ANDHRA PRADESH,2001,2,SOCIETAL ISSUES,0,18,18,17,7,60,0,23,14,11,1,49,0,0,0,0,0,0,109
41,ANDHRA PRADESH,2002,2,CAUSES NOT KNOWN,13,215,249,134,46,657,14,117,61,41,17,250,0,0,0,0,0,0,907
587,ANDHRA PRADESH,2002,2,DEATH OF DEAR PERSON,1,2,12,3,0,18,1,9,2,1,0,13,0,0,0,0,0,0,31
1133,ANDHRA PRADESH,2002,2,DOWRY DISPUTE,0,10,2,0,0,12,0,229,17,4,0,250,0,0,0,0,0,0,262
1679,ANDHRA PRADESH,2002,2,DRUG ABUSE,0,3,8,7,0,18,0,1,0,0,0,1,0,0,0,0,0,0,19
2225,ANDHRA PRADESH,2002,2,ECONOMIC ISSUES,6,214,332,253,58,863,4,41,92,25,16,178,0,0,0,0,0,0,1041
2771,ANDHRA PRADESH,2002,2,EXAM FAILURE,17,147,5,0,0,169,7,78,8,0,0,93,0,0,0,0,0,0,262
3317,ANDHRA PRADESH,2002,2,FAMILY PROBLEMS,17,440,601,349,71,1478,33,325,295,134,29,816,0,0,0,0,0,0,2294
3863,ANDHRA PRADESH,2002,2,HEALTH ISSUES,21,477,824,854,257,2433,25,446,414,230,110,1225,0,0,0,0,0,0,3658
4409,ANDHRA PRADESH,2002,2,HERO WORSHIP,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
4954,ANDHRA PRADESH,2002,2,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,13
5499,ANDHRA PRADESH,2002,2,LOVE AFFAIRS,0,109,52,3,0,164,4,75,13,0,0,92,0,0,0,0,0,0,256
6044,ANDHRA PRADESH,2002,2,MARITAL ISSUES,0,41,16,4,0,61,0,51,36,1,0,88,0,0,0,0,0,0,149
6590,ANDHRA PRADESH,2002,2,MENTAL HEALTH,5,135,162,82,38,422,8,74,111,60,17,270,0,0,0,0,0,0,692
7136,ANDHRA PRADESH,2002,2,OTHERS,20,360,548,234,60,1222,41,332,319,76,44,812,0,0,0,0,0,0,2034
7721,ANDHRA PRADESH,2002,2,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,10,8,4,0,22,1,5,2,0,0,8,0,0,0,0,0,0,30
8227,ANDHRA PRADESH,2002,2,SOCIETAL ISSUES,1,10,10,7,1,29,1,8,4,0,0,13,0,0,0,0,0,0,42
80,ANDHRA PRADESH,2003,2,CAUSES NOT KNOWN,27,200,208,117,40,592,27,92,52,32,19,222,0,0,0,0,0,0,814
626,ANDHRA PRADESH,2003,2,DEATH OF DEAR PERSON,0,8,6,18,4,36,0,1,3,5,3,12,0,0,0,0,0,0,48
1172,ANDHRA PRADESH,2003,2,DOWRY DISPUTE,0,2,28,19,0,49,6,239,33,6,0,284,0,0,0,0,0,0,333
1718,ANDHRA PRADESH,2003,2,DRUG ABUSE,0,3,18,9,1,31,0,0,0,0,0,0,0,0,0,0,0,0,31
2264,ANDHRA PRADESH,2003,2,ECONOMIC ISSUES,13,242,469,271,36,1031,7,64,114,33,18,236,0,0,0,0,0,0,1267
2810,ANDHRA PRADESH,2003,2,EXAM FAILURE,17,109,11,0,0,137,22,71,8,0,0,101,0,0,0,0,0,0,238
3356,ANDHRA PRADESH,2003,2,FAMILY PROBLEMS,31,494,625,293,78,1521,34,332,334,150,33,883,0,0,0,0,0,0,2404
3902,ANDHRA PRADESH,2003,2,HEALTH ISSUES,21,444,618,592,222,1897,38,408,354,240,79,1119,0,0,0,0,0,0,3016
4448,ANDHRA PRADESH,2003,2,HERO WORSHIP,0,11,30,14,5,60,2,19,4,3,0,28,0,0,0,0,0,0,88
4993,ANDHRA PRADESH,2003,2,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,20,3,0,0,23,0,0,0,0,0,0,23
5538,ANDHRA PRADESH,2003,2,LOVE AFFAIRS,6,119,31,1,0,157,2,80,16,1,0,99,0,0,0,0,0,0,256
6083,ANDHRA PRADESH,2003,2,MARITAL ISSUES,2,40,44,18,0,104,3,55,46,10,0,114,0,0,0,0,0,0,218
6629,ANDHRA PRADESH,2003,2,MENTAL HEALTH,7,159,247,94,28,535,20,108,101,56,14,299,0,0,0,0,0,0,834
7175,ANDHRA PRADESH,2003,2,OTHERS,30,422,457,279,78,1266,30,175,119,67,34,425,0,0,0,0,0,0,1691
7760,ANDHRA PRADESH,2003,2,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,6,25,0,0,31,3,12,4,0,0,19,0,0,0,0,0,0,50
8266,ANDHRA PRADESH,2003,2,SOCIETAL ISSUES,1,11,29,20,5,66,3,9,13,6,1,32,0,0,0,0,0,0,98
119,ANDHRA PRADESH,2004,2,CAUSES NOT KNOWN,10,200,256,172,93,731,10,94,68,42,31,245,0,0,0,0,0,0,976
665,ANDHRA PRADESH,2004,2,DEATH OF DEAR PERSON,0,8,16,20,12,56,0,9,5,1,6,21,0,0,0,0,0,0,77
1211,ANDHRA PRADESH,2004,2,DOWRY DISPUTE,0,4,2,0,2,8,0,223,57,5,0,285,0,0,0,0,0,0,293
1757,ANDHRA PRADESH,2004,2,DRUG ABUSE,0,19,18,9,1,47,0,0,2,3,0,5,0,0,0,0,0,0,52
2303,ANDHRA PRADESH,2004,2,ECONOMIC ISSUES,4,426,908,673,165,2176,4,124,162,116,36,442,0,0,0,0,0,0,2618
2849,ANDHRA PRADESH,2004,2,EXAM FAILURE,8,90,16,0,0,114,16,52,7,0,0,75,0,0,0,0,0,0,189
3395,ANDHRA PRADESH,2004,2,FAMILY PROBLEMS,21,534,674,367,76,1672,26,433,299,112,35,905,0,0,0,0,0,0,2577
3941,ANDHRA PRADESH,2004,2,HEALTH ISSUES,9,544,692,436,246,1927,36,533,427,209,89,1294,0,0,0,0,0,0,3221
4487,ANDHRA PRADESH,2004,2,HERO WORSHIP,0,2,1,0,0,3,2,1,1,0,0,4,0,0,0,0,0,0,7
5032,ANDHRA PRADESH,2004,2,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,12,1,0,0,13,0,0,0,0,0,0,13
5577,ANDHRA PRADESH,2004,2,LOVE AFFAIRS,1,139,32,11,0,183,7,95,11,1,0,114,0,0,0,0,0,0,297
6122,ANDHRA PRADESH,2004,2,MARITAL ISSUES,0,51,39,16,1,107,1,80,43,10,0,134,0,0,0,0,0,0,241
6668,ANDHRA PRADESH,2004,2,MENTAL HEALTH,2,79,170,137,33,421,5,82,92,43,17,239,0,0,0,0,0,0,660
7214,ANDHRA PRADESH,2004,2,OTHERS,40,460,598,327,166,1591,35,212,155,139,96,637,0,0,0,0,0,0,2228
7799,ANDHRA PRADESH,2004,2,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,1,2,0,0,3,0,6,12,2,0,20,0,0,0,0,0,0,23
8305,ANDHRA PRADESH,2004,2,SOCIETAL ISSUES,0,5,24,7,7,43,0,3,2,6,0,11,0,0,0,0,0,0,54
158,ANDHRA PRADESH,2005,2,CAUSES NOT KNOWN,22,171,196,137,94,620,8,91,71,29,12,211,0,0,0,0,0,0,831
704,ANDHRA PRADESH,2005,2,DEATH OF DEAR PERSON,0,16,20,17,15,68,0,5,9,5,2,21,0,0,0,0,0,0,89
1250,ANDHRA PRADESH,2005,2,DOWRY DISPUTE,0,0,0,0,0,0,0,166,66,1,0,233,0,0,0,0,0,0,233
1796,ANDHRA PRADESH,2005,2,DRUG ABUSE,0,1,10,6,0,17,0,2,0,0,0,2,0,0,0,0,0,0,19
2342,ANDHRA PRADESH,2005,2,ECONOMIC ISSUES,7,414,745,564,171,1901,7,94,152,95,34,382,0,0,0,0,0,0,2283
2888,ANDHRA PRADESH,2005,2,EXAM FAILURE,5,107,15,2,0,129,12,91,4,0,0,107,0,0,0,0,0,0,236
3434,ANDHRA PRADESH,2005,2,FAMILY PROBLEMS,30,516,625,362,111,1644,36,387,298,155,92,968,0,0,0,0,0,0,2612
3980,ANDHRA PRADESH,2005,2,HEALTH ISSUES,23,483,609,547,323,1985,53,562,385,263,178,1441,0,0,0,0,0,0,3426
4526,ANDHRA PRADESH,2005,2,HERO WORSHIP,0,0,2,1,2,5,0,1,2,1,0,4,0,0,0,0,0,0,9
5071,ANDHRA PRADESH,2005,2,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,11
5616,ANDHRA PRADESH,2005,2,LOVE AFFAIRS,2,97,26,4,0,129,3,107,15,0,0,125,0,0,0,0,0,0,254
6161,ANDHRA PRADESH,2005,2,MARITAL ISSUES,0,39,15,5,4,63,2,56,43,7,0,108,0,0,0,0,0,0,171
6707,ANDHRA PRADESH,2005,2,MENTAL HEALTH,1,101,204,122,64,492,5,103,110,73,39,330,0,0,0,0,0,0,822
7253,ANDHRA PRADESH,2005,2,OTHERS,53,491,708,366,158,1776,34,224,202,102,62,624,0,0,0,0,0,0,2400
7838,ANDHRA PRADESH,2005,2,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,1,0,1,0,2,1,1,0,1,0,3,0,0,0,0,0,0,5
8344,ANDHRA PRADESH,2005,2,SOCIETAL ISSUES,0,7,3,22,2,34,0,3,3,1,0,7,0,0,0,0,0,0,41
197,ANDHRA PRADESH,2006,2,CAUSES NOT KNOWN,11,210,261,171,72,725,11,68,54,35,20,188,0,0,0,0,0,0,913
743,ANDHRA PRADESH,2006,2,DEATH OF DEAR PERSON,2,11,9,9,1,32,0,3,5,3,3,14,0,0,0,0,0,0,46
1289,ANDHRA PRADESH,2006,2,DOWRY DISPUTE,0,6,1,0,0,7,0,139,32,0,0,171,0,0,0,0,0,0,178
1835,ANDHRA PRADESH,2006,2,DRUG ABUSE,0,11,15,9,6,41,0,0,0,0,1,1,0,0,0,0,0,0,42
2381,ANDHRA PRADESH,2006,2,ECONOMIC ISSUES,14,399,853,549,115,1930,18,104,156,101,40,419,0,0,0,0,0,0,2349
2927,ANDHRA PRADESH,2006,2,EXAM FAILURE,12,99,12,0,0,123,7,83,0,0,0,90,0,0,0,0,0,0,213
3473,ANDHRA PRADESH,2006,2,FAMILY PROBLEMS,17,624,647,352,80,1720,28,446,275,97,34,880,0,0,0,0,0,0,2600
4019,ANDHRA PRADESH,2006,2,HEALTH ISSUES,35,598,719,498,261,2111,44,594,431,152,103,1324,0,0,0,0,0,0,3435
4565,ANDHRA PRADESH,2006,2,HERO WORSHIP,0,2,3,0,0,5,1,1,0,0,0,2,0,0,0,0,0,0,7
5110,ANDHRA PRADESH,2006,2,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5
5655,ANDHRA PRADESH,2006,2,LOVE AFFAIRS,7,128,32,11,0,178,3,87,10,1,0,101,0,0,0,0,0,0,279
6200,ANDHRA PRADESH,2006,2,MARITAL ISSUES,0,31,32,4,0,67,1,89,42,4,0,136,0,0,0,0,0,0,203
6746,ANDHRA PRADESH,2006,2,MENTAL HEALTH,12,133,140,129,49,463,38,118,97,33,26,312,0,0,0,0,0,0,775
7292,ANDHRA PRADESH,2006,2,OTHERS,59,437,540,291,102,1429,41,239,247,153,64,744,0,0,0,0,0,0,2173
7877,ANDHRA PRADESH,2006,2,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,3,1,0,4,0,3,1,1,0,5,0,0,0,0,0,0,9
8383,ANDHRA PRADESH,2006,2,SOCIETAL ISSUES,0,7,11,8,2,28,3,8,7,3,0,21,0,0,0,0,0,0,49
236,ANDHRA PRADESH,2007,2,CAUSES NOT KNOWN,10,274,294,207,86,871,13,146,97,74,48,378,0,0,0,0,0,0,1249
782,ANDHRA PRADESH,2007,2,DEATH OF DEAR PERSON,0,8,12,1,1,22,2,8,2,3,3,18,0,0,0,0,0,0,40
1328,ANDHRA PRADESH,2007,2,DOWRY DISPUTE,0,0,0,0,0,0,0,177,24,2,0,203,0,0,0,0,0,0,203
1874,ANDHRA PRADESH,2007,2,DRUG ABUSE,0,8,19,8,6,41,0,1,3,0,0,4,0,0,0,0,0,0,45
2420,ANDHRA PRADESH,2007,2,ECONOMIC ISSUES,7,429,934,592,235,2197,14,147,158,108,19,446,0,0,0,0,0,0,2643
2966,ANDHRA PRADESH,2007,2,EXAM FAILURE,10,103,15,0,0,128,23,69,2,8,0,102,0,0,0,0,0,0,230
3512,ANDHRA PRADESH,2007,2,FAMILY PROBLEMS,20,620,702,374,91,1807,31,384,286,122,30,853,0,0,0,0,0,0,2660
4058,ANDHRA PRADESH,2007,2,HEALTH ISSUES,27,581,738,507,315,2168,34,539,431,238,137,1379,0,0,0,0,0,0,3547
4603,ANDHRA PRADESH,2007,2,HERO WORSHIP,0,1,4,1,0,6,0,1,0,0,0,1,0,0,0,0,0,0,7
5148,ANDHRA PRADESH,2007,2,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5693,ANDHRA PRADESH,2007,2,LOVE AFFAIRS,6,135,51,1,0,193,16,103,4,0,0,123,0,0,0,0,0,0,316
6239,ANDHRA PRADESH,2007,2,MARITAL ISSUES,0,43,32,6,2,83,2,78,31,6,0,117,0,0,0,0,0,0,200
6785,ANDHRA PRADESH,2007,2,MENTAL HEALTH,9,151,241,206,74,681,20,176,104,61,40,401,0,0,0,0,0,0,1082
7331,ANDHRA PRADESH,2007,2,OTHERS,30,571,605,399,116,1721,37,299,301,180,69,886,0,0,0,0,0,0,2607
7915,ANDHRA PRADESH,2007,2,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,4,1,0,0,5,2,5,1,0,0,8,0,0,0,0,0,0,13
8422,ANDHRA PRADESH,2007,2,SOCIETAL ISSUES,2,8,12,2,2,26,0,5,6,2,0,13,0,0,0,0,0,0,39
275,ANDHRA PRADESH,2008,2,CAUSES NOT KNOWN,8,185,215,156,40,604,5,65,53,28,13,164,0,0,0,0,0,0,768
821,ANDHRA PRADESH,2008,2,DEATH OF DEAR PERSON,0,2,2,7,3,14,0,2,3,6,1,12,0,0,0,0,0,0,26
1367,ANDHRA PRADESH,2008,2,DOWRY DISPUTE,0,4,0,0,0,4,0,112,29,8,0,149,0,0,0,0,0,0,153
1913,ANDHRA PRADESH,2008,2,DRUG ABUSE,0,13,20,13,1,47,0,1,2,0,0,3,0,0,0,0,0,0,50
2459,ANDHRA PRADESH,2008,2,ECONOMIC ISSUES,3,436,825,650,160,2074,7,181,181,112,24,505,0,0,0,0,0,0,2579
3005,ANDHRA PRADESH,2008,2,EXAM FAILURE,13,131,4,0,0,148,12,62,0,1,0,75,0,0,0,0,0,0,223
3551,ANDHRA PRADESH,2008,2,FAMILY PROBLEMS,5,584,715,371,84,1759,24,351,347,103,38,863,0,0,0,0,0,0,2622
4097,ANDHRA PRADESH,2008,2,HEALTH ISSUES,10,465,739,609,260,2083,16,526,462,191,128,1323,0,0,0,0,0,0,3406
4642,ANDHRA PRADESH,2008,2,HERO WORSHIP,0,0,2,1,2,5,0,0,0,2,1,3,0,0,0,0,0,0,8
5187,ANDHRA PRADESH,2008,2,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7
5732,ANDHRA PRADESH,2008,2,LOVE AFFAIRS,0,120,21,0,0,141,10,93,17,2,0,122,0,0,0,0,0,0,263
6278,ANDHRA PRADESH,2008,2,MARITAL ISSUES,0,48,46,15,1,110,0,61,53,7,0,121,0,0,0,0,0,0,231
6824,ANDHRA PRADESH,2008,2,MENTAL HEALTH,8,141,239,149,80,617,12,155,95,73,45,380,0,0,0,0,0,0,997
7370,ANDHRA PRADESH,2008,2,OTHERS,44,576,816,492,134,2062,33,272,334,204,57,900,0,0,0,0,0,0,2962
7954,ANDHRA PRADESH,2008,2,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8461,ANDHRA PRADESH,2008,2,SOCIETAL ISSUES,0,9,25,14,5,53,3,0,1,1,0,5,0,0,0,0,0,0,58
314,ANDHRA PRADESH,2009,2,CAUSES NOT KNOWN,3,239,289,165,79,775,11,75,78,32,19,215,0,0,0,0,0,0,990
860,ANDHRA PRADESH,2009,2,DEATH OF DEAR PERSON,0,2,31,26,9,68,1,8,2,7,5,23,0,0,0,0,0,0,91
1406,ANDHRA PRADESH,2009,2,DOWRY DISPUTE,0,1,10,5,0,16,0,146,12,2,0,160,0,0,0,0,0,0,176
1952,ANDHRA PRADESH,2009,2,DRUG ABUSE,0,25,31,14,4,74,0,0,0,2,1,3,0,0,0,0,0,0,77
2498,ANDHRA PRADESH,2009,2,ECONOMIC ISSUES,1,502,974,748,145,2370,9,154,207,122,42,534,0,0,0,0,0,0,2904
3044,ANDHRA PRADESH,2009,2,EXAM FAILURE,8,114,13,0,0,135,9,65,4,0,0,78,0,0,0,0,0,0,213
3590,ANDHRA PRADESH,2009,2,FAMILY PROBLEMS,9,503,716,359,48,1635,24,360,290,176,24,874,0,0,0,0,0,0,2509
4136,ANDHRA PRADESH,2009,2,HEALTH ISSUES,10,466,703,651,317,2147,14,453,370,251,113,1201,0,0,0,0,0,0,3348
4681,ANDHRA PRADESH,2009,2,HERO WORSHIP,0,18,5,69,0,92,0,1,1,0,0,2,0,0,0,0,0,0,94
5226,ANDHRA PRADESH,2009,2,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0,4
5771,ANDHRA PRADESH,2009,2,LOVE AFFAIRS,4,112,22,0,0,138,6,81,11,0,0,98,0,0,0,0,0,0,236
6317,ANDHRA PRADESH,2009,2,MARITAL ISSUES,0,27,32,14,1,74,0,64,44,9,0,117,0,0,0,0,0,0,191
6863,ANDHRA PRADESH,2009,2,MENTAL HEALTH,6,132,190,101,71,500,3,132,88,49,49,321,0,0,0,0,0,0,821
7409,ANDHRA PRADESH,2009,2,OTHERS,26,574,664,420,107,1791,50,370,297,159,45,921,0,0,0,0,0,0,2712
7993,ANDHRA PRADESH,2009,2,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,1,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,4
8500,ANDHRA PRADESH,2009,2,SOCIETAL ISSUES,0,11,41,13,4,69,0,21,15,20,5,61,0,0,0,0,0,0,130
353,ANDHRA PRADESH,2010,2,CAUSES NOT KNOWN,29,423,516,262,106,1336,39,143,153,62,29,426,0,0,0,0,0,0,1762
899,ANDHRA PRADESH,2010,2,DEATH OF DEAR PERSON,0,22,22,12,5,61,2,22,8,3,3,38,0,0,0,0,0,0,99
1445,ANDHRA PRADESH,2010,2,DOWRY DISPUTE,0,3,0,0,0,3,0,86,19,3,0,108,0,0,0,0,0,0,111
1991,ANDHRA PRADESH,2010,2,DRUG ABUSE,0,20,34,35,7,96,0,2,3,1,2,8,0,0,0,0,0,0,104
2537,ANDHRA PRADESH,2010,2,ECONOMIC ISSUES,0,584,928,586,136,2234,2,218,183,50,15,468,0,0,0,0,0,0,2702
3083,ANDHRA PRADESH,2010,2,EXAM FAILURE,15,145,0,0,0,160,15,74,0,0,0,89,0,0,0,0,0,0,249
3629,ANDHRA PRADESH,2010,2,FAMILY PROBLEMS,0,651,698,392,74,1815,0,417,284,102,53,856,0,0,0,0,0,0,2671
4175,ANDHRA PRADESH,2010,2,HEALTH ISSUES,25,642,695,709,366,2437,24,505,406,285,216,1436,0,0,0,0,0,0,3873
4720,ANDHRA PRADESH,2010,2,HERO WORSHIP,0,12,7,1,0,20,0,10,7,3,0,20,0,0,0,0,0,0,40
5265,ANDHRA PRADESH,2010,2,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,8,4,0,0,12,0,0,0,0,0,0,12
5810,ANDHRA PRADESH,2010,2,LOVE AFFAIRS,0,203,25,1,0,229,2,109,12,0,0,123,0,0,0,0,0,0,352
6356,ANDHRA PRADESH,2010,2,MARITAL ISSUES,0,58,51,5,0,114,2,103,59,15,1,180,0,0,0,0,0,0,294
6902,ANDHRA PRADESH,2010,2,MENTAL HEALTH,3,199,222,121,69,614,20,143,106,52,37,358,0,0,0,0,0,0,972
7448,ANDHRA PRADESH,2010,2,OTHERS,23,509,610,413,122,1677,24,260,308,95,72,759,0,0,0,0,0,0,2436
8032,ANDHRA PRADESH,2010,2,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
8539,ANDHRA PRADESH,2010,2,SOCIETAL ISSUES,0,59,54,29,9,151,0,43,20,7,1,71,0,0,0,0,0,0,222
392,ANDHRA PRADESH,2011,2,CAUSES NOT KNOWN,22,267,414,280,141,1124,22,121,149,65,38,395,0,0,0,0,0,0,1519
938,ANDHRA PRADESH,2011,2,DEATH OF DEAR PERSON,0,1,9,5,1,16,3,11,2,8,5,29,0,0,0,0,0,0,45
1484,ANDHRA PRADESH,2011,2,DOWRY DISPUTE,0,21,42,9,1,73,0,201,151,5,0,357,0,0,0,0,0,0,430
2030,ANDHRA PRADESH,2011,2,DRUG ABUSE,3,35,48,21,8,115,0,5,3,1,2,11,0,0,0,0,0,0,126
2576,ANDHRA PRADESH,2011,2,ECONOMIC ISSUES,12,467,895,724,175,2273,6,188,241,75,18,528,0,0,0,0,0,0,2801
3122,ANDHRA PRADESH,2011,2,EXAM FAILURE,2,86,0,0,0,88,12,79,2,0,0,93,0,0,0,0,0,0,181
3668,ANDHRA PRADESH,2011,2,FAMILY PROBLEMS,7,599,701,432,93,1832,17,470,288,130,42,947,0,0,0,0,0,0,2779
