STATE.UT,id,Year,CAUSE,Male,Female,Total
BIHAR,5,2003,Post Graduate and Above,1,5,6
BIHAR,5,2004,No Education,63,66,129
BIHAR,5,2004,Primary,38,22,60
BIHAR,5,2004,Middle,47,31,78
BIHAR,5,2004,Matriculate/Secondary,48,14,62
BIHAR,5,2004,Hr. Secondary/Intermediate/Pre-University,14,6,20
BIHAR,5,2004,Diploma,0,0,0
BIHAR,5,2004,Graduate,1,0,1
BIHAR,5,2004,Post Graduate and Above,1,0,1
BIHAR,5,2005,No Education,91,68,159
BIHAR,5,2005,Primary,52,49,101
BIHAR,5,2005,Middle,88,46,134
BIHAR,5,2005,Matriculate/Secondary,61,42,103
BIHAR,5,2005,Hr. Secondary/Intermediate/Pre-University,25,8,33
BIHAR,5,2005,Diploma,3,0,3
BIHAR,5,2005,Graduate,7,3,10
BIHAR,5,2005,Post Graduate and Above,0,0,0
BIHAR,5,2006,No Education,75,143,218
BIHAR,5,2006,Primary,59,62,121
BIHAR,5,2006,Middle,58,34,92
BIHAR,5,2006,Matriculate/Secondary,68,52,120
BIHAR,5,2006,Hr. Secondary/Intermediate/Pre-University,23,17,40
BIHAR,5,2006,Diploma,6,2,8
BIHAR,5,2006,Graduate,10,9,19
BIHAR,5,2006,Post Graduate and Above,0,0,0
BIHAR,5,2007,No Education,131,135,266
BIHAR,5,2007,Primary,96,102,198
BIHAR,5,2007,Middle,91,77,168
BIHAR,5,2007,Matriculate/Secondary,111,82,193
BIHAR,5,2007,Hr. Secondary/Intermediate/Pre-University,56,16,72
BIHAR,5,2007,Diploma,13,6,19
BIHAR,5,2007,Graduate,32,12,44
BIHAR,5,2007,Post Graduate and Above,4,1,5
BIHAR,5,2008,No Education,188,147,335
BIHAR,5,2008,Primary,151,117,268
BIHAR,5,2008,Middle,95,78,173
BIHAR,5,2008,Matriculate/Secondary,122,46,168
BIHAR,5,2008,Hr. Secondary/Intermediate/Pre-University,32,11,43
BIHAR,5,2008,Diploma,2,0,2
BIHAR,5,2008,Graduate,18,7,25
BIHAR,5,2008,Post Graduate and Above,1,0,1
BIHAR,5,2009,No Education,155,166,321
BIHAR,5,2009,Primary,107,139,246
BIHAR,5,2009,Middle,116,136,252
BIHAR,5,2009,Matriculate/Secondary,81,57,138
BIHAR,5,2009,Hr. Secondary/Intermediate/Pre-University,43,33,76
BIHAR,5,2009,Diploma,1,0,1
BIHAR,5,2009,Graduate,10,4,14
BIHAR,5,2009,Post Graduate and Above,1,2,3
BIHAR,5,2010,No Education,291,172,463
BIHAR,5,2010,Primary,95,123,218
BIHAR,5,2010,Middle,144,98,242
BIHAR,5,2010,Matriculate/Secondary,101,57,158
BIHAR,5,2010,Hr. Secondary/Intermediate/Pre-University,44,34,78
BIHAR,5,2010,Diploma,10,8,18
BIHAR,5,2010,Graduate,26,20,46
BIHAR,5,2010,Post Graduate and Above,1,2,3
BIHAR,5,2011,No Education,113,113,226
BIHAR,5,2011,Primary,99,99,198
BIHAR,5,2011,Middle,99,62,161
BIHAR,5,2011,Matriculate/Secondary,63,45,108
BIHAR,5,2011,Hr. Secondary/Intermediate/Pre-University,39,17,56
BIHAR,5,2011,Diploma,4,2,6
BIHAR,5,2011,Graduate,20,4,24
BIHAR,5,2011,Post Graduate and Above,9,7,16
BIHAR,5,2012,No Education,95,83,178
BIHAR,5,2012,Primary,73,71,144
BIHAR,5,2012,Middle,83,61,144
BIHAR,5,2012,Matriculate/Secondary,124,57,181
BIHAR,5,2012,Hr. Secondary/Intermediate/Pre-University,47,17,64
BIHAR,5,2012,Diploma,3,2,5
BIHAR,5,2012,Graduate,20,4,24
BIHAR,5,2012,Post Graduate and Above,10,9,19
BIHAR,5,2013,No Education,127,136,263
BIHAR,5,2013,Primary,150,116,266
BIHAR,5,2013,Middle,168,66,234
BIHAR,5,2013,Matriculate/Secondary,113,55,168
BIHAR,5,2013,Hr. Secondary/Intermediate/Pre-University,38,30,68
BIHAR,5,2013,Diploma,11,12,23
BIHAR,5,2013,Graduate,19,10,29
BIHAR,5,2013,Post Graduate and Above,4,2,6
BIHAR,5,2014,No Education,52,41,93
BIHAR,5,2014,Primary,45,49,94
BIHAR,5,2014,Middle,83,61,144
BIHAR,5,2014,Matriculate/Secondary,110,74,184
BIHAR,5,2014,Hr. Secondary/Intermediate/Pre-University,56,37,93
BIHAR,5,2014,Diploma,30,3,33
BIHAR,5,2014,Graduate,18,4,22
BIHAR,5,2014,Post Graduate and Above,0,0,0
CHANDIGARH,6,2001,No Education,7,11,18
CHANDIGARH,6,2001,Primary,4,6,10
CHANDIGARH,6,2001,Middle,10,8,18
CHANDIGARH,6,2001,Matriculate/Secondary,9,5,14
CHANDIGARH,6,2001,Hr. Secondary/Intermediate/Pre-University,7,1,8
CHANDIGARH,6,2001,Diploma,0,0,0
CHANDIGARH,6,2001,Graduate,2,0,2
CHANDIGARH,6,2001,Post Graduate and Above,0,0,0
CHANDIGARH,6,2002,No Education,7,3,10
CHANDIGARH,6,2002,Primary,8,7,15
CHANDIGARH,6,2002,Middle,12,7,19
CHANDIGARH,6,2002,Matriculate/Secondary,14,9,23
CHANDIGARH,6,2002,Hr. Secondary/Intermediate/Pre-University,9,7,16
CHANDIGARH,6,2002,Diploma,0,0,0
CHANDIGARH,6,2002,Graduate,3,1,4
CHANDIGARH,6,2002,Post Graduate and Above,0,0,0
CHANDIGARH,6,2003,No Education,10,4,14
CHANDIGARH,6,2003,Primary,9,6,15
CHANDIGARH,6,2003,Middle,9,8,17
CHANDIGARH,6,2003,Matriculate/Secondary,37,11,48
CHANDIGARH,6,2003,Hr. Secondary/Intermediate/Pre-University,1,4,5
CHANDIGARH,6,2003,Diploma,0,0,0
CHANDIGARH,6,2003,Graduate,2,2,4
CHANDIGARH,6,2003,Post Graduate and Above,0,0,0
CHANDIGARH,6,2004,No Education,6,7,13
CHANDIGARH,6,2004,Primary,8,1,9
CHANDIGARH,6,2004,Middle,7,1,8
CHANDIGARH,6,2004,Matriculate/Secondary,22,7,29
CHANDIGARH,6,2004,Hr. Secondary/Intermediate/Pre-University,4,3,7
CHANDIGARH,6,2004,Diploma,0,0,0
CHANDIGARH,6,2004,Graduate,4,4,8
CHANDIGARH,6,2004,Post Graduate and Above,1,0,1
CHANDIGARH,6,2005,No Education,11,9,20
CHANDIGARH,6,2005,Primary,6,1,7
CHANDIGARH,6,2005,Middle,12,6,18
CHANDIGARH,6,2005,Matriculate/Secondary,31,6,37
CHANDIGARH,6,2005,Hr. Secondary/Intermediate/Pre-University,0,1,1
CHANDIGARH,6,2005,Diploma,0,0,0
CHANDIGARH,6,2005,Graduate,3,2,5
CHANDIGARH,6,2005,Post Graduate and Above,0,1,1
CHANDIGARH,6,2006,No Education,0,3,3
CHANDIGARH,6,2006,Primary,4,4,8
CHANDIGARH,6,2006,Middle,7,3,10
CHANDIGARH,6,2006,Matriculate/Secondary,19,6,25
CHANDIGARH,6,2006,Hr. Secondary/Intermediate/Pre-University,18,3,21
CHANDIGARH,6,2006,Diploma,1,0,1
CHANDIGARH,6,2006,Graduate,7,5,12
CHANDIGARH,6,2006,Post Graduate and Above,0,0,0
CHANDIGARH,6,2007,No Education,1,2,3
CHANDIGARH,6,2007,Primary,6,1,7
CHANDIGARH,6,2007,Middle,12,3,15
CHANDIGARH,6,2007,Matriculate/Secondary,19,12,31
CHANDIGARH,6,2007,Hr. Secondary/Intermediate/Pre-University,14,1,15
CHANDIGARH,6,2007,Diploma,1,0,1
CHANDIGARH,6,2007,Graduate,7,3,10
CHANDIGARH,6,2007,Post Graduate and Above,0,0,0
CHANDIGARH,6,2008,No Education,6,1,7
CHANDIGARH,6,2008,Primary,6,2,8
CHANDIGARH,6,2008,Middle,14,7,21
CHANDIGARH,6,2008,Matriculate/Secondary,16,7,23
CHANDIGARH,6,2008,Hr. Secondary/Intermediate/Pre-University,11,4,15
CHANDIGARH,6,2008,Diploma,0,0,0
CHANDIGARH,6,2008,Graduate,4,4,8
CHANDIGARH,6,2008,Post Graduate and Above,1,0,1
CHANDIGARH,6,2009,No Education,2,0,2
CHANDIGARH,6,2009,Primary,1,1,2
CHANDIGARH,6,2009,Middle,2,2,4
CHANDIGARH,6,2009,Matriculate/Secondary,24,22,46
CHANDIGARH,6,2009,Hr. Secondary/Intermediate/Pre-University,5,2,7
CHANDIGARH,6,2009,Diploma,0,0,0
CHANDIGARH,6,2009,Graduate,8,3,11
CHANDIGARH,6,2009,Post Graduate and Above,2,1,3
CHANDIGARH,6,2010,No Education,3,0,3
CHANDIGARH,6,2010,Primary,5,2,7
CHANDIGARH,6,2010,Middle,6,13,19
CHANDIGARH,6,2010,Matriculate/Secondary,5,17,22
CHANDIGARH,6,2010,Hr. Secondary/Intermediate/Pre-University,4,5,9
CHANDIGARH,6,2010,Diploma,1,0,1
CHANDIGARH,6,2010,Graduate,6,3,9
CHANDIGARH,6,2010,Post Graduate and Above,1,0,1
CHANDIGARH,6,2011,No Education,2,0,2
CHANDIGARH,6,2011,Primary,3,4,7
CHANDIGARH,6,2011,Middle,8,10,18
CHANDIGARH,6,2011,Matriculate/Secondary,28,25,53
CHANDIGARH,6,2011,Hr. Secondary/Intermediate/Pre-University,6,6,12
CHANDIGARH,6,2011,Diploma,0,0,0
CHANDIGARH,6,2011,Graduate,10,3,13
CHANDIGARH,6,2011,Post Graduate and Above,0,0,0
CHANDIGARH,6,2012,No Education,4,4,8
CHANDIGARH,6,2012,Primary,3,3,6
CHANDIGARH,6,2012,Middle,8,7,15
CHANDIGARH,6,2012,Matriculate/Secondary,38,16,54
CHANDIGARH,6,2012,Hr. Secondary/Intermediate/Pre-University,12,2,14
CHANDIGARH,6,2012,Diploma,0,0,0
CHANDIGARH,6,2012,Graduate,10,7,17
CHANDIGARH,6,2012,Post Graduate and Above,0,0,0
CHANDIGARH,6,2013,No Education,3,1,4
CHANDIGARH,6,2013,Primary,4,2,6
CHANDIGARH,6,2013,Middle,7,5,12
CHANDIGARH,6,2013,Matriculate/Secondary,20,14,34
CHANDIGARH,6,2013,Hr. Secondary/Intermediate/Pre-University,8,12,20
CHANDIGARH,6,2013,Diploma,0,0,0
CHANDIGARH,6,2013,Graduate,16,4,20
CHANDIGARH,6,2013,Post Graduate and Above,1,0,1
CHANDIGARH,6,2014,No Education,0,0,0
CHANDIGARH,6,2014,Primary,9,1,10
CHANDIGARH,6,2014,Middle,6,2,8
CHANDIGARH,6,2014,Matriculate/Secondary,0,7,7
CHANDIGARH,6,2014,Hr. Secondary/Intermediate/Pre-University,31,7,38
CHANDIGARH,6,2014,Diploma,0,0,0
CHANDIGARH,6,2014,Graduate,20,3,23
CHANDIGARH,6,2014,Post Graduate and Above,0,0,0
CHHATTISGARH,7,2001,No Education,598,423,1021
CHHATTISGARH,7,2001,Primary,686,350,1036
CHHATTISGARH,7,2001,Middle,637,307,944
CHHATTISGARH,7,2001,Matriculate/Secondary,380,231,611
CHHATTISGARH,7,2001,Hr. Secondary/Intermediate/Pre-University,244,64,308
CHHATTISGARH,7,2001,Diploma,51,2,53
CHHATTISGARH,7,2001,Graduate,37,6,43
CHHATTISGARH,7,2001,Post Graduate and Above,7,2,9
CHHATTISGARH,7,2002,No Education,635,445,1080
CHHATTISGARH,7,2002,Primary,645,322,967
CHHATTISGARH,7,2002,Middle,577,284,861
CHHATTISGARH,7,2002,Matriculate/Secondary,558,201,759
CHHATTISGARH,7,2002,Hr. Secondary/Intermediate/Pre-University,191,58,249
CHHATTISGARH,7,2002,Diploma,5,1,6
CHHATTISGARH,7,2002,Graduate,11,4,15
CHHATTISGARH,7,2002,Post Graduate and Above,7,6,13
CHHATTISGARH,7,2003,No Education,772,438,1210
CHHATTISGARH,7,2003,Primary,693,390,1083
CHHATTISGARH,7,2003,Middle,564,254,818
CHHATTISGARH,7,2003,Matriculate/Secondary,402,168,570
CHHATTISGARH,7,2003,Hr. Secondary/Intermediate/Pre-University,133,64,197
CHHATTISGARH,7,2003,Diploma,2,3,5
CHHATTISGARH,7,2003,Graduate,23,10,33
CHHATTISGARH,7,2003,Post Graduate and Above,3,0,3
CHHATTISGARH,7,2004,No Education,878,481,1359
CHHATTISGARH,7,2004,Primary,753,388,1141
CHHATTISGARH,7,2004,Middle,775,365,1140
CHHATTISGARH,7,2004,Matriculate/Secondary,410,206,616
CHHATTISGARH,7,2004,Hr. Secondary/Intermediate/Pre-University,136,58,194
CHHATTISGARH,7,2004,Diploma,4,2,6
CHHATTISGARH,7,2004,Graduate,25,7,32
CHHATTISGARH,7,2004,Post Graduate and Above,5,2,7
CHHATTISGARH,7,2005,No Education,959,489,1448
CHHATTISGARH,7,2005,Primary,848,517,1365
CHHATTISGARH,7,2005,Middle,752,326,1078
CHHATTISGARH,7,2005,Matriculate/Secondary,423,145,568
CHHATTISGARH,7,2005,Hr. Secondary/Intermediate/Pre-University,242,74,316
CHHATTISGARH,7,2005,Diploma,20,5,25
CHHATTISGARH,7,2005,Graduate,49,13,62
CHHATTISGARH,7,2005,Post Graduate and Above,12,7,19
CHHATTISGARH,7,2006,No Education,986,548,1534
CHHATTISGARH,7,2006,Primary,776,418,1194
CHHATTISGARH,7,2006,Middle,670,359,1029
CHHATTISGARH,7,2006,Matriculate/Secondary,422,164,586
CHHATTISGARH,7,2006,Hr. Secondary/Intermediate/Pre-University,165,68,233
CHHATTISGARH,7,2006,Diploma,4,0,4
CHHATTISGARH,7,2006,Graduate,35,9,44
CHHATTISGARH,7,2006,Post Graduate and Above,2,0,2
CHHATTISGARH,7,2007,No Education,638,430,1068
CHHATTISGARH,7,2007,Primary,963,506,1469
CHHATTISGARH,7,2007,Middle,870,405,1275
CHHATTISGARH,7,2007,Matriculate/Secondary,499,153,652
CHHATTISGARH,7,2007,Hr. Secondary/Intermediate/Pre-University,239,76,315
CHHATTISGARH,7,2007,Diploma,9,3,12
CHHATTISGARH,7,2007,Graduate,36,9,45
CHHATTISGARH,7,2007,Post Graduate and Above,2,1,3
CHHATTISGARH,7,2008,No Education,360,320,680
CHHATTISGARH,7,2008,Primary,985,552,1537
CHHATTISGARH,7,2008,Middle,962,470,1432
CHHATTISGARH,7,2008,Matriculate/Secondary,593,239,832
CHHATTISGARH,7,2008,Hr. Secondary/Intermediate/Pre-University,304,99,403
CHHATTISGARH,7,2008,Diploma,14,2,16
CHHATTISGARH,7,2008,Graduate,26,12,38
CHHATTISGARH,7,2008,Post Graduate and Above,4,3,7
CHHATTISGARH,7,2009,No Education,1037,549,1586
CHHATTISGARH,7,2009,Primary,978,510,1488
CHHATTISGARH,7,2009,Middle,992,544,1536
CHHATTISGARH,7,2009,Matriculate/Secondary,617,248,865
CHHATTISGARH,7,2009,Hr. Secondary/Intermediate/Pre-University,290,69,359
CHHATTISGARH,7,2009,Diploma,9,3,12
CHHATTISGARH,7,2009,Graduate,26,6,32
CHHATTISGARH,7,2009,Post Graduate and Above,5,0,5
CHHATTISGARH,7,2010,No Education,1167,486,1653
CHHATTISGARH,7,2010,Primary,1256,550,1806
CHHATTISGARH,7,2010,Middle,1188,597,1785
CHHATTISGARH,7,2010,Matriculate/Secondary,660,258,918
CHHATTISGARH,7,2010,Hr. Secondary/Intermediate/Pre-University,227,67,294
CHHATTISGARH,7,2010,Diploma,7,1,8
CHHATTISGARH,7,2010,Graduate,33,17,50
CHHATTISGARH,7,2010,Post Graduate and Above,7,1,8
CHHATTISGARH,7,2011,No Education,963,692,1655
CHHATTISGARH,7,2011,Primary,1228,537,1765
CHHATTISGARH,7,2011,Middle,1282,629,1911
CHHATTISGARH,7,2011,Matriculate/Secondary,722,269,991
CHHATTISGARH,7,2011,Hr. Secondary/Intermediate/Pre-University,263,85,348
CHHATTISGARH,7,2011,Diploma,21,3,24
CHHATTISGARH,7,2011,Graduate,44,13,57
CHHATTISGARH,7,2011,Post Graduate and Above,4,1,5
CHHATTISGARH,7,2012,No Education,811,507,1318
CHHATTISGARH,7,2012,Primary,1054,408,1462
CHHATTISGARH,7,2012,Middle,1200,412,1612
CHHATTISGARH,7,2012,Matriculate/Secondary,569,200,769
CHHATTISGARH,7,2012,Hr. Secondary/Intermediate/Pre-University,233,63,296
CHHATTISGARH,7,2012,Diploma,41,13,54
CHHATTISGARH,7,2012,Graduate,72,24,96
CHHATTISGARH,7,2012,Post Graduate and Above,34,13,47
CHHATTISGARH,7,2013,No Education,868,551,1419
CHHATTISGARH,7,2013,Primary,798,437,1235
CHHATTISGARH,7,2013,Middle,974,415,1389
CHHATTISGARH,7,2013,Matriculate/Secondary,645,281,926
CHHATTISGARH,7,2013,Hr. Secondary/Intermediate/Pre-University,307,82,389
CHHATTISGARH,7,2013,Diploma,5,12,17
CHHATTISGARH,7,2013,Graduate,45,10,55
CHHATTISGARH,7,2013,Post Graduate and Above,6,0,6
CHHATTISGARH,7,2014,No Education,452,297,749
CHHATTISGARH,7,2014,Primary,789,442,1231
CHHATTISGARH,7,2014,Middle,819,468,1287
CHHATTISGARH,7,2014,Matriculate/Secondary,688,293,981
CHHATTISGARH,7,2014,Hr. Secondary/Intermediate/Pre-University,383,182,565
CHHATTISGARH,7,2014,Diploma,32,20,52
CHHATTISGARH,7,2014,Graduate,111,30,141
CHHATTISGARH,7,2014,Post Graduate and Above,10,4,14
D & N HAVELI,8,2001,No Education,18,7,25
D & N HAVELI,8,2001,Primary,9,4,13
D & N HAVELI,8,2001,Middle,3,2,5
D & N HAVELI,8,2001,Matriculate/Secondary,5,2,7
D & N HAVELI,8,2001,Hr. Secondary/Intermediate/Pre-University,0,0,0
D & N HAVELI,8,2001,Diploma,0,0,0
D & N HAVELI,8,2001,Graduate,0,0,0
D & N HAVELI,8,2001,Post Graduate and Above,0,0,0
D & N HAVELI,8,2002,No Education,13,8,21
D & N HAVELI,8,2002,Primary,16,8,24
D & N HAVELI,8,2002,Middle,1,1,2
D & N HAVELI,8,2002,Matriculate/Secondary,2,1,3
D & N HAVELI,8,2002,Hr. Secondary/Intermediate/Pre-University,0,0,0
D & N HAVELI,8,2002,Diploma,0,0,0
D & N HAVELI,8,2002,Graduate,0,0,0
D & N HAVELI,8,2002,Post Graduate and Above,0,0,0
D & N HAVELI,8,2003,No Education,21,12,33
D & N HAVELI,8,2003,Primary,1,1,2
D & N HAVELI,8,2003,Middle,1,1,2
D & N HAVELI,8,2003,Matriculate/Secondary,7,8,15
D & N HAVELI,8,2003,Hr. Secondary/Intermediate/Pre-University,0,0,0
D & N HAVELI,8,2003,Diploma,0,0,0
D & N HAVELI,8,2003,Graduate,0,0,0
D & N HAVELI,8,2003,Post Graduate and Above,0,0,0
D & N HAVELI,8,2004,No Education,12,10,22
D & N HAVELI,8,2004,Primary,4,5,9
D & N HAVELI,8,2004,Middle,2,0,2
D & N HAVELI,8,2004,Matriculate/Secondary,2,0,2
D & N HAVELI,8,2004,Hr. Secondary/Intermediate/Pre-University,0,4,4
D & N HAVELI,8,2004,Diploma,0,0,0
D & N HAVELI,8,2004,Graduate,0,0,0
D & N HAVELI,8,2004,Post Graduate and Above,0,0,0
D & N HAVELI,8,2005,No Education,16,14,30
D & N HAVELI,8,2005,Primary,5,3,8
D & N HAVELI,8,2005,Middle,8,5,13
D & N HAVELI,8,2005,Matriculate/Secondary,12,3,15
D & N HAVELI,8,2005,Hr. Secondary/Intermediate/Pre-University,0,3,3
D & N HAVELI,8,2005,Diploma,0,0,0
D & N HAVELI,8,2005,Graduate,0,0,0
D & N HAVELI,8,2005,Post Graduate and Above,0,0,0
D & N HAVELI,8,2006,No Education,15,16,31
D & N HAVELI,8,2006,Primary,2,0,2
D & N HAVELI,8,2006,Middle,4,1,5
D & N HAVELI,8,2006,Matriculate/Secondary,2,1,3
D & N HAVELI,8,2006,Hr. Secondary/Intermediate/Pre-University,0,0,0
D & N HAVELI,8,2006,Diploma,0,1,1
D & N HAVELI,8,2006,Graduate,0,0,0
D & N HAVELI,8,2006,Post Graduate and Above,0,0,0
D & N HAVELI,8,2007,No Education,27,19,46
D & N HAVELI,8,2007,Primary,6,5,11
D & N HAVELI,8,2007,Middle,4,4,8
D & N HAVELI,8,2007,Matriculate/Secondary,5,1,6
D & N HAVELI,8,2007,Hr. Secondary/Intermediate/Pre-University,2,2,4
D & N HAVELI,8,2007,Diploma,0,0,0
D & N HAVELI,8,2007,Graduate,0,1,1
D & N HAVELI,8,2007,Post Graduate and Above,0,0,0
D & N HAVELI,8,2008,No Education,10,13,23
D & N HAVELI,8,2008,Primary,11,10,21
D & N HAVELI,8,2008,Middle,5,2,7
D & N HAVELI,8,2008,Matriculate/Secondary,1,3,4
D & N HAVELI,8,2008,Hr. Secondary/Intermediate/Pre-University,1,0,1
D & N HAVELI,8,2008,Diploma,1,0,1
D & N HAVELI,8,2008,Graduate,3,0,3
D & N HAVELI,8,2008,Post Graduate and Above,0,0,0
D & N HAVELI,8,2009,No Education,8,9,17
D & N HAVELI,8,2009,Primary,9,6,15
D & N HAVELI,8,2009,Middle,7,8,15
D & N HAVELI,8,2009,Matriculate/Secondary,3,1,4
D & N HAVELI,8,2009,Hr. Secondary/Intermediate/Pre-University,2,2,4
D & N HAVELI,8,2009,Diploma,1,0,1
D & N HAVELI,8,2009,Graduate,0,0,0
D & N HAVELI,8,2009,Post Graduate and Above,0,0,0
D & N HAVELI,8,2010,No Education,15,8,23
D & N HAVELI,8,2010,Primary,11,12,23
D & N HAVELI,8,2010,Middle,6,4,10
D & N HAVELI,8,2010,Matriculate/Secondary,1,2,3
D & N HAVELI,8,2010,Hr. Secondary/Intermediate/Pre-University,2,0,2
D & N HAVELI,8,2010,Diploma,0,0,0
D & N HAVELI,8,2010,Graduate,2,0,2
D & N HAVELI,8,2010,Post Graduate and Above,0,0,0
D & N HAVELI,8,2011,No Education,11,11,22
D & N HAVELI,8,2011,Primary,16,6,22
D & N HAVELI,8,2011,Middle,7,1,8
D & N HAVELI,8,2011,Matriculate/Secondary,5,2,7
D & N HAVELI,8,2011,Hr. Secondary/Intermediate/Pre-University,2,2,4
D & N HAVELI,8,2011,Diploma,0,0,0
D & N HAVELI,8,2011,Graduate,0,0,0
D & N HAVELI,8,2011,Post Graduate and Above,0,0,0
D & N HAVELI,8,2012,No Education,9,8,17
D & N HAVELI,8,2012,Primary,14,9,23
D & N HAVELI,8,2012,Middle,8,6,14
D & N HAVELI,8,2012,Matriculate/Secondary,5,1,6
D & N HAVELI,8,2012,Hr. Secondary/Intermediate/Pre-University,3,1,4
D & N HAVELI,8,2012,Diploma,1,0,1
D & N HAVELI,8,2012,Graduate,1,0,1
D & N HAVELI,8,2012,Post Graduate and Above,0,0,0
D & N HAVELI,8,2013,No Education,17,9,26
D & N HAVELI,8,2013,Primary,11,8,19
D & N HAVELI,8,2013,Middle,10,5,15
D & N HAVELI,8,2013,Matriculate/Secondary,10,3,13
D & N HAVELI,8,2013,Hr. Secondary/Intermediate/Pre-University,5,0,5
D & N HAVELI,8,2013,Diploma,0,0,0
D & N HAVELI,8,2013,Graduate,2,4,6
D & N HAVELI,8,2013,Post Graduate and Above,0,0,0
D & N HAVELI,8,2014,No Education,9,10,19
D & N HAVELI,8,2014,Primary,14,10,24
D & N HAVELI,8,2014,Middle,12,6,18
D & N HAVELI,8,2014,Matriculate/Secondary,5,4,9
D & N HAVELI,8,2014,Hr. Secondary/Intermediate/Pre-University,2,1,3
D & N HAVELI,8,2014,Diploma,0,0,0
D & N HAVELI,8,2014,Graduate,3,0,3
D & N HAVELI,8,2014,Post Graduate and Above,0,0,0
DAMAN & DIU,9,2001,No Education,0,0,0
DAMAN & DIU,9,2001,Primary,2,0,2
DAMAN & DIU,9,2001,Middle,4,1,5
DAMAN & DIU,9,2001,Matriculate/Secondary,3,2,5
DAMAN & DIU,9,2001,Hr. Secondary/Intermediate/Pre-University,0,0,0
DAMAN & DIU,9,2001,Diploma,0,0,0
DAMAN & DIU,9,2001,Graduate,0,1,1
DAMAN & DIU,9,2001,Post Graduate and Above,1,0,1
DAMAN & DIU,9,2002,No Education,1,0,1
DAMAN & DIU,9,2002,Primary,9,1,10
DAMAN & DIU,9,2002,Middle,1,0,1
DAMAN & DIU,9,2002,Matriculate/Secondary,4,1,5
DAMAN & DIU,9,2002,Hr. Secondary/Intermediate/Pre-University,0,0,0
DAMAN & DIU,9,2002,Diploma,0,0,0
DAMAN & DIU,9,2002,Graduate,0,0,0
DAMAN & DIU,9,2002,Post Graduate and Above,0,0,0
DAMAN & DIU,9,2003,No Education,3,1,4
DAMAN & DIU,9,2003,Primary,7,2,9
DAMAN & DIU,9,2003,Middle,4,3,7
DAMAN & DIU,9,2003,Matriculate/Secondary,2,0,2
DAMAN & DIU,9,2003,Hr. Secondary/Intermediate/Pre-University,1,0,1
DAMAN & DIU,9,2003,Diploma,0,0,0
DAMAN & DIU,9,2003,Graduate,0,0,0
DAMAN & DIU,9,2003,Post Graduate and Above,1,0,1
DAMAN & DIU,9,2004,No Education,2,1,3
DAMAN & DIU,9,2004,Primary,1,4,5
DAMAN & DIU,9,2004,Middle,1,2,3
DAMAN & DIU,9,2004,Matriculate/Secondary,1,1,2
DAMAN & DIU,9,2004,Hr. Secondary/Intermediate/Pre-University,0,0,0
DAMAN & DIU,9,2004,Diploma,0,0,0
DAMAN & DIU,9,2004,Graduate,0,0,0
DAMAN & DIU,9,2004,Post Graduate and Above,0,0,0
DAMAN & DIU,9,2005,No Education,6,1,7
DAMAN & DIU,9,2005,Primary,7,2,9
DAMAN & DIU,9,2005,Middle,5,3,8
DAMAN & DIU,9,2005,Matriculate/Secondary,4,1,5
DAMAN & DIU,9,2005,Hr. Secondary/Intermediate/Pre-University,2,0,2
DAMAN & DIU,9,2005,Diploma,0,0,0
DAMAN & DIU,9,2005,Graduate,1,0,1
DAMAN & DIU,9,2005,Post Graduate and Above,0,0,0
DAMAN & DIU,9,2006,No Education,1,4,5
DAMAN & DIU,9,2006,Primary,6,2,8
DAMAN & DIU,9,2006,Middle,2,1,3
DAMAN & DIU,9,2006,Matriculate/Secondary,3,0,3
DAMAN & DIU,9,2006,Hr. Secondary/Intermediate/Pre-University,1,1,2
DAMAN & DIU,9,2006,Diploma,0,0,0
DAMAN & DIU,9,2006,Graduate,1,0,1
DAMAN & DIU,9,2006,Post Graduate and Above,0,0,0
DAMAN & DIU,9,2007,No Education,0,0,0
DAMAN & DIU,9,2007,Primary,1,2,3
DAMAN & DIU,9,2007,Middle,2,6,8
DAMAN & DIU,9,2007,Matriculate/Secondary,3,1,4
DAMAN & DIU,9,2007,Hr. Secondary/Intermediate/Pre-University,0,0,0
DAMAN & DIU,9,2007,Diploma,0,0,0
DAMAN & DIU,9,2007,Graduate,0,0,0
DAMAN & DIU,9,2007,Post Graduate and Above,0,0,0
DAMAN & DIU,9,2008,No Education,1,2,3
DAMAN & DIU,9,2008,Primary,2,1,3
DAMAN & DIU,9,2008,Middle,2,0,2
DAMAN & DIU,9,2008,Matriculate/Secondary,7,1,8
DAMAN & DIU,9,2008,Hr. Secondary/Intermediate/Pre-University,1,1,2
DAMAN & DIU,9,2008,Diploma,0,0,0
DAMAN & DIU,9,2008,Graduate,1,0,1
DAMAN & DIU,9,2008,Post Graduate and Above,0,0,0
DAMAN & DIU,9,2009,No Education,0,1,1
DAMAN & DIU,9,2009,Primary,5,2,7
DAMAN & DIU,9,2009,Middle,5,3,8
DAMAN & DIU,9,2009,Matriculate/Secondary,4,1,5
DAMAN & DIU,9,2009,Hr. Secondary/Intermediate/Pre-University,0,1,1
DAMAN & DIU,9,2009,Diploma,0,0,0
DAMAN & DIU,9,2009,Graduate,1,0,1
DAMAN & DIU,9,2009,Post Graduate and Above,0,0,0
DAMAN & DIU,9,2010,No Education,1,0,1
DAMAN & DIU,9,2010,Primary,6,3,9
DAMAN & DIU,9,2010,Middle,4,2,6
