STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Transgender upto 14 years,Transgender 15-29 years,Transgender 30-44 years,Transgender 45-59 years,Transgender 60 years and above,Total Transgender,Grand Total
DandN Haveli,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Cancer,0,2,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,4
DandN Haveli,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Insanity/Mental illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Other prolonged illness,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
DandN Haveli,2014,Death of dear person,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2
DandN Haveli,2014,Drug abuse/addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Fall in social reputation,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2
DandN Haveli,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Love affairs,0,3,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,5
DandN Haveli,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Causes not known,0,1,2,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,5
DandN Haveli,2014,Other causes,0,11,7,7,4,29,0,14,2,1,2,19,0,0,0,0,0,0,48
DandN Haveli,2014,Total,1,19,12,8,5,45,0,24,4,1,2,31,0,0,0,0,0,0,76
Daman and Diu,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Marriage Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Other Family problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Illness,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Daman and Diu,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Insanity/Mental illness,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Daman and Diu,2014,Other prolonged illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Drug abuse/addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Love affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Causes not known,0,10,7,1,1,19,0,2,2,0,0,4,0,0,0,0,0,0,23
Daman and Diu,2014,Other causes,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Daman and Diu,2014,Total,0,11,8,2,1,22,0,3,2,0,0,5,0,0,0,0,0,0,27
Delhi UT,2014,Bankruptcy or indebtedness,0,0,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Delhi UT,2014,Marriage Related Issues,0,38,16,1,1,56,1,124,22,2,0,149,0,0,0,0,0,0,205
Delhi UT,2014,Non Settlement of Marriage,0,8,3,0,0,11,0,25,3,0,0,28,0,0,0,0,0,0,39
Delhi UT,2014,Dowry Related Issues,0,0,0,0,0,0,0,67,6,0,0,73,0,0,0,0,0,0,73
Delhi UT,2014,Extra Marital affairs,0,3,3,0,0,6,0,4,1,0,0,5,0,0,0,0,0,0,11
Delhi UT,2014,Divorce,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Delhi UT,2014,Others,0,26,10,1,1,38,1,28,12,2,0,43,0,0,0,0,0,0,81
Delhi UT,2014,Failure in Examination,0,33,2,0,0,35,6,8,0,0,0,14,0,0,0,0,0,0,49
Delhi UT,2014,Impotency/Infertility,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,4
Delhi UT,2014,Other Family problems,2,107,77,31,6,223,5,67,28,7,3,110,0,0,0,0,0,0,333
Delhi UT,2014,Illness,2,37,26,12,22,99,0,17,21,2,16,56,0,0,0,0,0,0,155
Delhi UT,2014,AIDS/STD,0,1,1,1,2,5,0,1,2,0,2,5,0,0,0,0,0,0,10
Delhi UT,2014,Cancer,0,0,0,0,7,7,0,0,0,0,5,5,0,0,0,0,0,0,12
Delhi UT,2014,Paralysis,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,4
Delhi UT,2014,Insanity/Mental illness,0,3,3,4,3,13,0,3,1,1,4,9,0,0,0,0,0,0,22
Delhi UT,2014,Other prolonged illness,2,33,22,7,8,72,0,13,18,1,3,35,0,0,0,0,0,0,107
Delhi UT,2014,Death of dear person,0,0,1,1,0,2,0,1,1,0,0,2,0,0,0,0,0,0,4
Delhi UT,2014,Drug abuse/addiction,0,17,15,1,0,33,0,0,1,0,0,1,0,0,0,0,0,0,34
Delhi UT,2014,Fall in social reputation,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Delhi UT,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Love affairs,0,36,3,0,0,39,1,25,0,0,0,26,0,0,0,0,0,0,65
Delhi UT,2014,Poverty,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Delhi UT,2014,Unemployment,0,10,6,2,0,18,0,2,0,0,0,2,0,0,0,0,0,0,20
Delhi UT,2014,Property dispute,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,3
Delhi UT,2014,Suspected/Illicit relation,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Delhi UT,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2
Delhi UT,2014,Professional/Career Problem,0,4,3,5,0,12,0,1,0,0,0,1,0,0,0,0,0,0,13
Delhi UT,2014,Causes not known,5,197,134,58,14,408,4,95,31,3,4,137,0,0,0,0,0,0,545
Delhi UT,2014,Other causes,9,249,126,89,11,484,6,105,43,13,1,168,0,0,0,0,0,0,652
Delhi UT,2014,Total,18,731,415,205,55,1424,23,446,148,30,24,671,0,0,0,0,0,0,2095
Lakshadweep,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Marriage Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other Family problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Insanity/Mental illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other prolonged illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Drug abuse/addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Love affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Causes not known,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other causes,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3
Lakshadweep,2014,Total,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3
Puducherry,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Marriage Related Issues,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,3
Puducherry,2014,Non Settlement of Marriage,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Puducherry,2014,Dowry Related Issues,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Puducherry,2014,Extra Marital affairs,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Puducherry,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Failure in Examination,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Puducherry,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Other Family problems,1,31,62,47,20,161,1,30,22,10,4,67,0,0,0,0,0,0,228
Puducherry,2014,Illness,0,9,25,16,6,56,0,1,5,1,3,10,0,0,0,0,0,0,66
Puducherry,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Insanity/Mental illness,0,1,4,0,0,5,0,0,2,0,0,2,0,0,0,0,0,0,7
Puducherry,2014,Other prolonged illness,0,8,21,16,6,51,0,1,3,1,3,8,0,0,0,0,0,0,59
Puducherry,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Drug abuse/addiction,0,0,4,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,12
Puducherry,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Love affairs,0,5,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,6
Puducherry,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Unemployment,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Puducherry,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Professional/Career Problem,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Puducherry,2014,Causes not known,0,6,10,8,16,40,0,8,5,0,4,17,0,0,0,0,0,0,57
Puducherry,2014,Other causes,2,43,74,66,25,210,0,31,8,7,9,55,0,0,0,0,0,0,265
Puducherry,2014,Total,4,99,177,143,69,492,1,73,40,18,20,152,0,0,0,0,0,0,644
Total (States),2014,Bankruptcy or indebtedness,1,446,916,575,154,2092,2,44,101,51,12,210,0,0,0,0,0,0,2302
Total (States),2014,Marriage Related Issues,10,1144,808,284,57,2303,9,2983,1073,160,32,4257,0,0,0,0,0,0,6560
Total (States),2014,Non Settlement of Marriage,2,304,148,21,2,477,1,399,170,8,0,578,0,0,0,0,0,0,1055
Total (States),2014,Dowry Related Issues,1,19,12,5,2,39,0,1671,421,44,12,2148,0,0,0,0,0,0,2187
Total (States),2014,Extra Marital affairs,0,117,86,17,1,221,1,136,85,16,4,242,0,0,0,0,0,0,463
Total (States),2014,Divorce,0,54,59,28,8,149,0,96,77,5,3,181,0,0,0,0,0,0,330
Total (States),2014,Others,7,650,503,213,44,1417,7,681,320,87,13,1108,0,0,0,0,0,0,2525
Total (States),2014,Failure in Examination,89,1200,26,2,0,1317,66,933,25,2,0,1026,0,0,0,0,0,0,2343
Total (States),2014,Impotency/Infertility,0,59,48,15,3,125,1,111,77,11,3,203,0,0,0,0,0,0,328
Total (States),2014,Other Family problems,126,6028,6891,3910,1271,18226,110,4839,3187,1211,451,9798,0,2,0,0,0,2,28026
Total (States),2014,Illness,94,4128,4957,4107,2585,15871,84,2768,2053,1488,1183,7576,0,3,2,0,0,5,23452
Total (States),2014,AIDS/STD,0,34,91,46,8,179,0,7,26,7,3,43,0,0,1,0,0,1,223
Total (States),2014,Cancer,0,57,111,147,79,394,0,37,45,47,40,169,0,0,0,0,0,0,563
Total (States),2014,Paralysis,1,25,95,111,67,299,0,10,27,38,30,105,0,0,0,0,0,0,404
Total (States),2014,Insanity/Mental illness,56,1560,1531,1112,460,4719,23,897,702,439,264,2325,0,1,1,0,0,2,7046
Total (States),2014,Other prolonged illness,37,2452,3129,2691,1971,10280,61,1817,1253,957,846,4934,0,2,0,0,0,2,15216
Total (States),2014,Death of dear person,1,181,216,173,82,653,3,151,74,47,46,321,0,0,0,0,0,0,974
Total (States),2014,Drug abuse/addiction,4,997,1395,884,215,3495,6,29,34,15,6,90,0,1,0,0,0,1,3586
Total (States),2014,Fall in social reputation,2,92,134,98,33,359,7,69,33,12,6,127,0,0,0,0,0,0,486
Total (States),2014,Ideological causes/Hero worshipping,1,23,10,7,2,43,2,8,3,0,0,13,0,0,0,0,0,0,56
Total (States),2014,Love affairs,12,1867,422,63,10,2374,29,1454,193,8,0,1684,0,0,0,0,0,0,4058
Total (States),2014,Poverty,1,364,589,369,92,1415,4,99,116,48,12,279,0,0,0,0,0,0,1694
Total (States),2014,Unemployment,0,869,718,274,79,1940,2,132,84,21,1,240,0,0,0,0,0,0,2180
Total (States),2014,Property dispute,0,215,342,263,52,872,0,68,87,25,12,192,0,0,0,0,0,0,1064
Total (States),2014,Suspected/Illicit relation,0,104,119,26,3,252,4,106,79,15,1,205,0,0,0,0,0,0,457
Total (States),2014,Illegitimate Pregnancy,0,0,0,0,0,0,1,44,11,0,0,56,0,0,0,0,0,0,56
Total (States),2014,Physical Abuse (Rape; etc.),0,3,0,3,0,6,4,48,11,2,1,66,0,0,0,0,0,0,72
Total (States),2014,Professional/Career Problem,0,268,302,166,37,773,0,63,32,9,0,104,0,0,0,0,0,0,877
Total (States),2014,Causes not known,174,4181,3628,2070,759,10812,134,2544,1265,621,218,4782,0,1,0,0,0,1,15595
Total (States),2014,Other causes,360,8929,8466,4757,1523,24035,327,4982,2978,1448,618,10353,0,6,0,1,0,7,34395
Total (States),2014,Total,875,31098,29987,18046,6957,86963,795,21475,11516,5194,2602,41582,0,13,2,1,0,16,128561
Total (UTs),2014,Bankruptcy or indebtedness,0,0,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Total (UTs),2014,Marriage Related Issues,0,40,16,2,1,59,1,129,22,2,0,154,0,0,0,0,0,0,213
Total (UTs),2014,Non Settlement of Marriage,0,10,3,0,0,13,0,25,3,0,0,28,0,0,0,0,0,0,41
Total (UTs),2014,Dowry Related Issues,0,0,0,0,0,0,0,68,6,0,0,74,0,0,0,0,0,0,74
Total (UTs),2014,Extra Marital affairs,0,3,3,0,0,6,0,6,1,0,0,7,0,0,0,0,0,0,13
Total (UTs),2014,Divorce,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,3
Total (UTs),2014,Others,0,26,10,2,1,39,1,28,12,2,0,43,0,0,0,0,0,0,82
Total (UTs),2014,Failure in Examination,2,37,2,0,0,41,6,13,0,0,0,19,0,0,0,0,0,0,60
Total (UTs),2014,Impotency/Infertility,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,4
Total (UTs),2014,Other Family problems,3,138,150,80,26,397,6,98,51,17,7,179,0,0,0,0,0,0,576
Total (UTs),2014,Illness,2,56,70,40,39,207,1,27,30,8,21,87,0,0,0,0,0,0,294
Total (UTs),2014,AIDS/STD,0,1,1,1,2,5,0,1,2,0,2,5,0,0,0,0,0,0,10
Total (UTs),2014,Cancer,0,2,0,3,8,13,0,1,0,0,5,6,0,0,0,0,0,0,19
Total (UTs),2014,Paralysis,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,4
Total (UTs),2014,Insanity/Mental illness,0,9,17,8,8,42,0,6,4,2,4,16,0,0,0,0,0,0,58
Total (UTs),2014,Other prolonged illness,2,44,52,28,19,145,1,19,24,6,8,58,0,0,0,0,0,0,203
Total (UTs),2014,Death of dear person,0,1,2,1,1,5,0,1,1,0,0,2,0,0,0,0,0,0,7
Total (UTs),2014,Drug abuse/addiction,1,21,24,9,5,60,0,0,1,0,0,1,0,0,0,0,0,0,61
Total (UTs),2014,Fall in social reputation,0,0,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,4
Total (UTs),2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (UTs),2014,Love affairs,0,60,7,0,0,67,1,42,0,0,0,43,0,0,0,0,0,0,110
Total (UTs),2014,Poverty,0,3,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,5
Total (UTs),2014,Unemployment,0,17,6,2,0,25,0,2,0,0,0,2,0,0,0,0,0,0,27
Total (UTs),2014,Property dispute,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,3
Total (UTs),2014,Suspected/Illicit relation,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Total (UTs),2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (UTs),2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2
Total (UTs),2014,Professional/Career Problem,0,9,5,5,0,19,0,6,1,0,0,7,0,0,0,0,0,0,26
Total (UTs),2014,Causes not known,5,224,159,75,33,496,4,115,43,3,8,173,0,0,0,0,0,0,669
Total (UTs),2014,Other causes,11,320,224,174,44,773,7,165,55,21,16,264,0,0,0,0,0,0,1037
Total (UTs),2014,Total,24,927,672,393,150,2166,26,600,207,54,52,939,0,0,0,0,0,0,3105
Total (All India),2014,Bankruptcy or indebtedness,1,446,918,579,154,2098,2,44,101,51,12,210,0,0,0,0,0,0,2308
Total (All India),2014,Marriage Related Issues,10,1184,824,286,58,2362,10,3112,1095,162,32,4411,0,0,0,0,0,0,6773
Total (All India),2014,Non Settlement of Marriage,2,314,151,21,2,490,1,424,173,8,0,606,0,0,0,0,0,0,1096
Total (All India),2014,Dowry Related Issues,1,19,12,5,2,39,0,1739,427,44,12,2222,0,0,0,0,0,0,2261
Total (All India),2014,Extra Marital affairs,0,120,89,17,1,227,1,142,86,16,4,249,0,0,0,0,0,0,476
Total (All India),2014,Divorce,0,55,59,28,8,150,0,98,77,5,3,183,0,0,0,0,0,0,333
Total (All India),2014,Others,7,676,513,215,45,1456,8,709,332,89,13,1151,0,0,0,0,0,0,2607
Total (All India),2014,Failure in Examination,91,1237,28,2,0,1358,72,946,25,2,0,1045,0,0,0,0,0,0,2403
Total (All India),2014,Impotency/Infertility,0,59,50,15,3,127,1,111,77,13,3,205,0,0,0,0,0,0,332
Total (All India),2014,Other Family problems,129,6166,7041,3990,1297,18623,116,4937,3238,1228,458,9977,0,2,0,0,0,2,28602
Total (All India),2014,Illness,96,4184,5027,4147,2624,16078,85,2795,2083,1496,1204,7663,0,3,2,0,0,5,23746
Total (All India),2014,AIDS/STD,0,35,92,47,10,184,0,8,28,7,5,48,0,0,1,0,0,1,233
Total (All India),2014,Cancer,0,59,111,150,87,407,0,38,45,47,45,175,0,0,0,0,0,0,582
Total (All India),2014,Paralysis,1,25,95,111,69,301,0,10,27,38,32,107,0,0,0,0,0,0,408
Total (All India),2014,Insanity/Mental illness,56,1569,1548,1120,468,4761,23,903,706,441,268,2341,0,1,1,0,0,2,7104
Total (All India),2014,Other prolonged illness,39,2496,3181,2719,1990,10425,62,1836,1277,963,854,4992,0,2,0,0,0,2,15419
Total (All India),2014,Death of dear person,1,182,218,174,83,658,3,152,75,47,46,323,0,0,0,0,0,0,981
Total (All India),2014,Drug abuse/addiction,5,1018,1419,893,220,3555,6,29,35,15,6,91,0,1,0,0,0,1,3647
Total (All India),2014,Fall in social reputation,2,92,136,98,33,361,7,70,34,12,6,129,0,0,0,0,0,0,490
Total (All India),2014,Ideological causes/Hero worshipping,1,23,10,7,2,43,2,8,3,0,0,13,0,0,0,0,0,0,56
Total (All India),2014,Love affairs,12,1927,429,63,10,2441,30,1496,193,8,0,1727,0,0,0,0,0,0,4168
Total (All India),2014,Poverty,1,367,589,370,92,1419,4,99,117,48,12,280,0,0,0,0,0,0,1699
Total (All India),2014,Unemployment,0,886,724,276,79,1965,2,134,84,21,1,242,0,0,0,0,0,0,2207
Total (All India),2014,Property dispute,0,216,343,263,52,874,0,68,87,26,12,193,0,0,0,0,0,0,1067
Total (All India),2014,Suspected/Illicit relation,0,104,119,26,4,253,4,106,79,15,1,205,0,0,0,0,0,0,458
Total (All India),2014,Illegitimate Pregnancy,0,0,0,0,0,0,1,44,11,0,0,56,0,0,0,0,0,0,56
Total (All India),2014,Physical Abuse (Rape; etc.),0,3,0,3,0,6,4,49,12,2,1,68,0,0,0,0,0,0,74
Total (All India),2014,Professional/Career Problem,0,277,307,171,37,792,0,69,33,9,0,111,0,0,0,0,0,0,903
Total (All India),2014,Causes not known,179,4405,3787,2145,792,11308,138,2659,1308,624,226,4955,0,1,0,0,0,1,16264
Total (All India),2014,Other causes,371,9249,8690,4931,1567,24808,334,5147,3033,1469,634,10617,0,6,0,1,0,7,35432
Total (All India),2014,Total,899,32025,30659,18439,7107,89129,821,22075,11723,5248,2654,42521,0,13,2,1,0,16,131666
